date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:48:43	167/167	---M--	200	added ('OK')	image/png	etag:%22a7-57477ed4bb9e3%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:43	237/237	---M--	200	added ('OK')	image/png	etag:%22ed-57477ed4a861e%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:43	1237/1237	---M--	200	added ('OK')	image/png	etag:%224d5-57477ed4e3cb3%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/tribe-tooltips@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/tribe-tooltips@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:43	569/569	---M--	200	added ('OK')	image/png	etag:%22239-57477ed4bd144%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-search@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-search@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:44	984/984	---M--	200	added ('OK')	image/png	etag:%223d8-57477ed48d1c9%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-gear@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-gear@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:44	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-57477ecd0ee76%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/common/vendor/tribe-select2/select2x2.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/common/vendor/tribe-select2/select2x2.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:44	136/136	---M--	200	added ('OK')	image/png	etag:%2288-57477ed4b4504%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-month@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-month@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:44	101/101	---M--	200	added ('OK')	image/png	etag:%2265-57477ed499493%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-list@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-list@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:44	142/142	---M--	200	added ('OK')	image/png	etag:%228e-57477ed4df694%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-week@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-week@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:45	379/379	---M--	200	added ('OK')	image/png	etag:%2217b-57477ed484d58%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-day@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-day@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:45	256/256	---M--	200	added ('OK')	image/png	etag:%22100-57477ed4bc1ae%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:45	428/428	---M--	200	added ('OK')	image/png	etag:%221ac-57477ed4a8df0%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map@2x.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map@2x.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1)
23:48:46	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22ebc94e6bbe17689a0515d614544a2201%22	http://localhost/wordpress/?feed=rss2&p=95	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexa0dc.html	(from http://localhost/wordpress/?tribe_events=sunday-service)
23:48:46	2182/2182	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Sep%202018%2004:48:45%20GMT	http://localhost/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fwordpress%2F%3Ftribe_events%3Dsunday-service	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/index8c4b.json	(from http://localhost/wordpress/?tribe_events=sunday-service)
23:48:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Sep%202018%2004:48:46%20GMT	http://localhost/wordpress/?p=95	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/index5eda.html	(from http://localhost/wordpress/?tribe_events=sunday-service)
23:48:47	2280/2280	---M--	200	added ('OK')	text/xml	date:Sun,%2002%20Sep%202018%2004:48:46%20GMT	http://localhost/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fwordpress%2F%3Ftribe_events%3Dsunday-service&format=xml	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexf6cb.php	(from http://localhost/wordpress/?tribe_events=sunday-service)
23:48:47	2745/2745	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Sep%202018%2004:48:47%20GMT	http://localhost/wordpress/index.php?rest_route=/tribe/events/v1/events/95	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexc374.json	(from http://localhost/wordpress/?tribe_events=sunday-service)
23:48:47	1078/1078	---M--	200	added ('OK')	application/javascript	etag:%22436-524da7e8a0c00%22	http://localhost/wordpress/wp-includes/js/comment-reply.min.js?ver=4.9.8	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-includes/js/comment-reply.min5010.js	(from http://localhost/wordpress/?tribe_events=sunday-service)
23:48:48	645/645	---M--	200	added ('OK')	text/calendar	date:Sun,%2002%20Sep%202018%2004:48:48%20GMT	http://localhost/wordpress/?tribe_events=sunday-service&ical=1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/index7a7a.html	(from http://localhost/wordpress/?tribe_events=sunday-service)
23:48:49	69673/69673	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2002%20Sep%202018%2004:48:48%20GMT	http://localhost/wordpress/?tribe_events=sunday-service%26feed=rss2	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexe387.html	(from http://localhost/wordpress/?feed=rss2&p=95)
